User Review Score,Date of Review,Name,Game Id,User Reviewer
5,2010-05-30 06:56:59,The Beatles: Rock Band (Limited Edition Premium Bundle),3030-24667,count_zero
4,2010-05-30 12:00:18,Split/Second,3030-25523,electricboogaloo
2,2010-05-30 13:10:35,Fracture,3030-20516,jrock3x8
4,2010-05-30 13:38:04,Alan Wake,3030-20982,wallacethegreat
5,2010-05-30 14:30:15,Osmos,3030-25700,penelope
2,2010-05-30 16:02:08,Bayonetta,3030-20710,akonnick
2,2010-05-30 16:14:17,Megami Ibunroku Devil Survivor,3030-24472,akonnick
5,2010-05-30 21:40:36,Beat Down: Fists of Vengeance,3030-11898,trophyhunter
3,2010-05-30 23:22:26,Rocket Knight,3030-28906,mesoian
4,2010-05-31 00:18:10,Tom Clancy's Splinter Cell: Conviction,3030-20464,irish87
4,2010-05-31 00:39:09,Star Wars: The Force Unleashed,3030-20626,stubert73
4,2010-05-31 04:02:30,Alan Wake,3030-20982,morris
5,2010-05-31 04:49:33,Blur,3030-25961,crunchbitejr
4,2010-05-31 06:03:46,Tom Clancy's Splinter Cell: Conviction,3030-20464,twentyfourbear
5,2010-05-31 06:21:30,Uncharted 2: Among Thieves,3030-22420,twentyfourbear
4,2010-05-31 08:21:58,UFC Undisputed 2010,3030-29376,warpzonegaming
5,2010-05-31 12:25:39,Red Dead Redemption,3030-25249,kaaaaaaahn
3,2010-05-31 13:02:44,Viva Piñata,3030-2168,stubert73
2,2010-05-31 16:33:12,Runescape High Detail,3030-2268,clbull
5,2010-05-31 19:02:21,ModNation Racers,3030-26848,spoonybard37
5,2010-05-31 21:14:37,ModNation Racers,3030-26848,warpzonegaming
5,2010-06-01 04:47:23,Sam & Max Episode 302: The Tomb of Sammun-Mak,3030-30370,bureksasutlijom
4,2010-06-01 05:01:29,Bayonetta,3030-20710,birkettsblog
5,2010-06-01 07:04:44,Vanguard: Saga of Heroes,3030-4791,saieno
5,2010-06-01 07:12:34,Exile,3030-3627,sixstringguy
4,2010-06-01 12:13:47,Sonic & Sega All-Stars Racing,3030-26657,kalmis
2,2010-06-01 13:12:56,Alpha Protocol,3030-20984,gruntsavage
4,2010-06-01 13:51:44,UFC Undisputed 2010,3030-29376,strongprotector
3,2010-06-01 17:22:04,Metro 2033,3030-20964,mikeinsc
4,2010-06-01 20:30:32,Nier,3030-26596,bonbolapti
5,2010-06-01 22:12:16,Red Dead Redemption,3030-25249,dimsey
5,2010-06-02 07:32:54,Alan Wake,3030-20982,grandmarshal
4,2010-06-02 08:33:22,Protect Me Knight,3030-31280,intothebeyond
3,2010-06-02 10:47:44,Dragon Quest: The Chapters of the Chosen,3030-22703,traegan
4,2010-06-02 12:29:52,Grand Theft Auto: Chinatown Wars,3030-21100,nonsense88
4,2010-06-02 13:16:24,Arc the Lad: Seirei no Koukon,3030-4247,jackijinx
4,2010-06-02 14:01:32,DOOM II,3030-621,theblackpigeon
3,2010-06-02 14:15:24,Monster Hunter 3 (tri-),3030-24050,lazyturtle
4,2010-06-02 15:06:01,Persona 4,3030-21373,therpgfanatic1
5,2010-06-02 16:26:30,Battlefield: Bad Company 2,3030-25246,harbinger_of_hippos
4,2010-06-02 18:44:36,Blur,3030-25961,mikeinsc
5,2010-06-02 20:04:37,Deadly Premonition,3030-29212,ratfoot
5,2010-06-02 21:08:21,Super Mario Galaxy 2,3030-26839,ping5000
4,2010-06-02 23:39:59,Alan Wake,3030-20982,jimmyjackjones
5,2010-06-03 04:54:28,Red Dead Redemption,3030-25249,kmv_007
5,2010-06-03 09:12:42,Super Mario Galaxy 2,3030-26839,tuque
3,2010-06-03 09:20:55,Alpha Protocol,3030-20984,murdouken
3,2010-06-03 09:21:05,Backbreaker,3030-20986,thagrateone
4,2010-06-03 11:16:56,Blur,3030-25961,excellr8
4,2010-06-03 11:48:40,"Elder Scrolls IV: Shivering Isles, The",3030-10740,sgthalka
5,2010-06-03 12:14:01,Super Mario Galaxy 2,3030-26839,warpzonegaming
4,2010-06-03 12:20:10,BioShock 2,3030-20827,sgthalka
4,2010-06-03 19:31:08,3D Dot Game Heroes,3030-27860,canuckeh
2,2010-06-03 19:36:09,Alpha Protocol,3030-20984,russiandrink
5,2010-06-03 19:41:02,Red Dead Redemption,3030-25249,warpzonegaming
4,2010-06-03 21:02:25,Alan Wake,3030-20982,somadude
5,2010-06-03 23:16:33,Red Dead Redemption,3030-25249,lockeyness
4,2010-06-03 23:20:57,Cliff Hanger,3030-18849,redfr0st
4,2010-06-03 23:46:54,Alpha Protocol,3030-20984,pat_mccrotch
5,2010-06-04 07:46:42,Resonance of Fate,3030-25787,optimusprime223
3,2010-06-04 08:21:59,Tom Clancy's Splinter Cell: Conviction,3030-20464,spartan1017
3,2010-06-04 08:32:03,Doctor Who: City of the Daleks,3030-30622,murdouken
2,2010-06-04 08:42:07,Blur,3030-25961,randominternetperson
5,2010-06-04 11:39:22,Penny Arcade: On the Rain-Slick Precipice of Darkness - Episode One,3030-20696,gingertastic_10
4,2010-06-04 12:38:22,Pocket Monsters SoulSilver,3030-26372,jonathanmoore
5,2010-06-04 13:18:46,Super Street Fighter IV,3030-28437,speedracerunt
4,2010-06-04 13:22:05,Battlefield: Bad Company 2,3030-25246,speedracerunt
5,2010-06-04 13:25:27,Assassin's Creed II,3030-22928,speedracerunt
4,2010-06-04 13:31:51,Borderlands,3030-20487,speedracerunt
5,2010-06-04 13:35:23,Uncharted 2: Among Thieves,3030-22420,speedracerunt
4,2010-06-04 17:03:21,Alan Wake,3030-20982,lockeyness
4,2010-06-04 20:34:24,Nox,3030-3958,chernobylcow
4,2010-06-05 01:59:15,Tom Clancy's Splinter Cell: Conviction,3030-20464,ferginator4k
4,2010-06-05 02:17:02,Lead and Gold: Gangs of the Wild West (Steam),3030-27769,ferginator4k
4,2010-06-05 02:23:51,Beat Hazard,3030-29407,ferginator4k
4,2010-06-05 06:23:43,Alpha Protocol,3030-20984,dimsey
4,2010-06-05 10:53:31,ModNation Racers,3030-26848,birkettsblog
5,2010-06-05 13:09:48,Taito Legends 2,3030-7781,pepsimanvsjoe
5,2010-06-05 13:57:53,Blur,3030-25961,frostler
5,2010-06-05 14:53:16,Split/Second,3030-25523,mraarongerrity
5,2010-06-05 15:01:40,Lips: I Love the 80's,3030-30339,mraarongerrity
2,2010-06-05 15:43:37,And Yet It Moves,3030-25716,bollard
3,2010-06-05 17:37:48,Alan Wake,3030-20982,destr0yman
3,2010-06-05 21:27:28,Dark Void,3030-20703,frostler
3,2010-06-05 22:52:54,Arkedo Series - 03 PIXEL!,3030-29446,chernobylcow
3,2010-06-05 23:45:07,Prince of Persia: The Forgotten Sands,3030-29321,holdontoyourasses
4,2010-06-06 03:03:50,Assassin's Creed II,3030-22928,fath3ad
4,2010-06-06 03:19:07,X-Men Origins: Wolverine (Uncaged Edition),3030-24747,gamer_152
5,2010-06-06 10:16:00, Jak and Daxter: The Precursor Legacy (Platinum),3030-14623,cooldrmoney
5,2010-06-06 10:19:50,Disgaea 3: Absence of Justice,3030-20939,mechags
5,2010-06-06 12:25:19,Red Dead Redemption,3030-25249,pvtpoopy
4,2010-06-06 12:47:55,Sam & Max Episode 301: The Penal Zone,3030-30008,chrisplayedthat
5,2010-06-06 12:58:49,Shenmue II,3030-1187,hibikirush
4,2010-06-06 13:01:00,Jet Set Radio Future,3030-12117,hibikirush
4,2010-06-06 13:12:21,Snoopy Flying Ace,3030-24417,pvtpoopy
4,2010-06-06 13:26:41,Nier,3030-26596,crack_rabbit
4,2010-06-06 16:26:49,inFamous,3030-20599,aarny91
4,2010-06-06 18:14:39,Alpha Protocol,3030-20984,spoonybard37
3,2010-06-06 21:21:21,Big Bang Mini,3030-24378,chernobylcow
4,2010-06-07 03:25:21,Split/Second,3030-25523,rossford85
5,2010-06-07 06:31:57,Red Dead Redemption,3030-25249,adrenaline
5,2010-06-07 06:41:45,Fahrenheit,3030-2494,fanboy
4,2010-06-07 07:00:37,Monster Hunter Freedom Unite,3030-25935,chris2klee
2,2010-06-07 07:28:19,Canabalt,3030-28976,chrisplayedthat
4,2010-06-07 09:30:56,Resurgence Pack,3030-24713,kornkaos
5,2010-06-07 10:59:58,Red Dead Redemption,3030-25249,kalmis
4,2010-06-07 11:14:53,Fallout,3030-11704,kalmis
4,2010-06-07 11:38:34,Alan Wake,3030-20982,yahwehtzvaoth
4,2010-06-07 12:24:12,BioShock 2,3030-20827,eqaddictedfool
4,2010-06-07 12:27:20,The Dishwasher: Dead Samurai,3030-22696,munmon
3,2010-06-07 13:40:27,Total Eclipse Turbo,3030-22915,yahwehtzvaoth
3,2010-06-07 13:52:29,Teenage Mutant Ninja Turtles: Smash-Up,3030-25158,willyfoureyes
3,2010-06-07 14:14:07,Alpha Protocol,3030-20984,warpzonegaming
1,2010-06-07 17:33:27,Alan Wake,3030-20982,sparkster82
4,2010-06-07 18:35:31,The Passing,3030-26782,natetodamax
1,2010-06-07 20:41:47,Nocturne,3030-17504,chernobylcow
4,2010-06-07 23:48:40,"Adventures of Lolo, The",3030-5026,tuque
4,2010-06-08 06:17:08,Metro 2033,3030-20964,gladiator32
3,2010-06-08 08:43:44,Lead The Meerkats,3030-27017,kalmis
4,2010-06-08 09:44:54,Monster Hunter 3 (tri-),3030-24050,chris2klee
4,2010-06-08 11:00:49,Lips: I Love the 80's,3030-30339,andyace83
2,2010-06-08 12:18:07,Hero of Sparta,3030-24856,flabbergastrate
5,2010-06-08 12:37:55,Super Mario Galaxy,3030-16094,canuckeh
4,2010-06-08 16:13:49,Blur,3030-25961,darkknightbob
3,2010-06-08 17:13:35,Zone of the Enders: The 2nd Runner,3030-10225,daavpuke
4,2010-06-08 17:24:45,Kaze no Klonoa: Door to Phantomile,3030-9546,mikebbetts
4,2010-06-08 18:21:37,Mega Man 10 ,3030-29413,rjay_64
5,2010-06-09 00:14:55,Red Dead Redemption,3030-25249,mastern56
4,2010-06-09 00:53:29,Nier,3030-26596,mastern56
5,2010-06-09 01:17:33,Voodoo Vince,3030-7914,muthsera666
5,2010-06-09 01:19:50,Urban Chaos: Riot Response,3030-3748,muthsera666
5,2010-06-09 04:38:19,Crash Bash,3030-15952,bollard
4,2010-06-09 06:13:55, Shin Megami Tensei: Strange Journey,3030-27402,el33tpanda
4,2010-06-09 08:49:58,Super Mario Galaxy 2,3030-26839,canuckeh
5,2010-06-09 09:24:17,Alan Wake,3030-20982,atsnead
4,2010-06-09 09:33:29,Madden NFL 07,3030-16585,rizzla
5,2010-06-09 10:08:04,Siren: Blood Curse,3030-20896,kylewilms
4,2010-06-09 14:27:27,Green Day: Rock Band,3030-29439,phazon
5,2010-06-09 15:13:46,Red Dead Redemption,3030-25249,axellion
4,2010-06-09 15:16:05, Tropico 3,3030-24458,shadowhawk101
5,2010-06-09 15:30:37,Super Mario Galaxy 2,3030-26839,metroid545
3,2010-06-09 16:52:17,Modern Warfare 2,3030-24713,cwdawg1224
4,2010-06-09 18:23:43,Battlefield: Bad Company 2,3030-25246,mikeinsc
4,2010-06-09 20:18:18,Mario Golf,3030-19716,rjay_64
5,2010-06-09 22:29:06,Red Dead Redemption,3030-25249,dryvby
4,2010-06-10 06:09:11,3D Dot Game Heroes,3030-27860,dryvby
3,2010-06-10 06:11:57,Revelations: Persona,3030-6557,video_game_king
5,2010-06-10 06:12:17,inFamous,3030-20599,vilgax
5,2010-06-10 06:19:39,Super Mario Galaxy 2,3030-26839,mastercontrol
4,2010-06-10 06:22:00,Warhammer Online: Age of Reckoning,3030-20666,mastercontrol
5,2010-06-10 06:23:41,God of War III,3030-20461,mastercontrol
4,2010-06-10 06:24:35,Heavy Rain,3030-21304,mastercontrol
5,2010-06-10 06:27:40,Heavy Rain Chronicles: Episode One – The Taxidermist,3030-21304,mastercontrol
5,2010-06-10 08:55:22,Snoopy Flying Ace,3030-24417,mesoian
5,2010-06-10 12:27:50,Alan Wake,3030-20982,twboyd
5,2010-06-10 12:54:06,Red Dead Redemption,3030-25249,acornactivist
4,2010-06-10 14:03:38,Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,3030-26777,yahwehtzvaoth
5,2010-06-10 14:19:58,DOOM,3030-7326,yahwehtzvaoth
2,2010-06-10 16:04:40,Bit Boy!!,3030-26827,rjay_64
5,2010-06-10 21:09:59,Metal Gear Solid: Peace Walker,3030-26817,destr0yman
3,2010-06-11 02:43:59,Sonic Heroes,3030-9523,arproductions
5,2010-06-11 03:32:35,FIFA 07,3030-37,billmcneal
4,2010-06-11 05:29:06,Red Dead Redemption,3030-25249,jon
4,2010-06-11 07:58:19,Myst III: Exile (Windows and Macintosh),3030-18742,gbrading
3,2010-06-11 09:36:20,50 Cent: Blood on the Sand,3030-20454,count_zero
5,2010-06-11 12:14:19,UFC Undisputed 2010,3030-29376,mackdaddicus
3,2010-06-11 12:33:43,Ratchet & Clank Future: Tools of Destruction,3030-15212,cylemoore
4,2010-06-11 14:38:29,Alan Wake,3030-20982,jdevl
4,2010-06-11 16:49:40,Borderlands,3030-20487,arc209
2,2010-06-11 16:53:33,Mad Moxxi's Underdome Riot,3030-20487,arc209
4,2010-06-11 16:54:45,The Secret Armory of General Knoxx,3030-20487,arc209
3,2010-06-11 16:55:47,The Zombie Island of Dr. Ned,3030-20487,arc209
5,2010-06-11 22:42:15,Monster Hunter 3 (tri-),3030-24050,zh666
4,2010-06-12 14:05:34,Untold Legends: The Warrior's Code,3030-2603,raycarter
2,2010-06-13 11:52:10,Alpha Protocol,3030-20984,cwdawg1224
5,2010-06-14 12:33:55,Joe Danger,3030-28484,flabbergastrate
3,2010-06-14 13:15:14, Unsolved Crimes,3030-21807,yahwehtzvaoth
3,2010-06-14 15:15:27,Super Mario 64,3030-2931,rjay_64
4,2010-06-14 17:10:02,Eversion (Steam),3030-31633,bigchief
5,2010-06-14 17:36:46,Super Mario Galaxy 2,3030-26839,axellion
4,2010-06-14 17:57:14,F.E.A.R. 2: Project Origin,3030-20663,axellion
5,2010-06-14 20:26:43,Alan Wake,3030-20982,demodocus
4,2010-06-15 02:16:17,Alan Wake,3030-20982,cwdawg1224
4,2010-06-15 03:31:44,Rez,3030-17578,ikabubu
4,2010-06-15 03:35:43,Warning Forever,3030-15322,ikabubu
3,2010-06-15 03:42:28,Rogue Galaxy,3030-7940,ikabubu
4,2010-06-15 03:43:32,BioShock 2,3030-20827,chilipeppersman
4,2010-06-15 04:09:04,Gunstar Super Heroes,3030-11973,ikabubu
4,2010-06-15 06:54:01,Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,3030-26776,adrenaline
5,2010-06-15 10:48:03,"Elder Scrolls III: Morrowind (Game of the Year Edition), The",3030-17367,rokin
3,2010-06-15 12:41:00,My Japanese Coach,3030-21072,kickinthehead
5,2010-06-15 12:44:37,Professor Layton and the Curious Village,3030-11865,kickinthehead
3,2010-06-15 13:18:47,Overlord,3030-21590,chris2klee
1,2010-06-15 13:20:16,Mass Effect (Limited Collector's Edition),3030-16909,andyace83
3,2010-06-15 14:15:33,Resident Evil 5,3030-20569,andyace83
5,2010-06-15 15:59:52,Red Dead Redemption,3030-25249,suigyoken
4,2010-06-15 16:14:40,Rocket Riot,3030-20715,juansolid
5,2010-06-15 17:50:36,Super Mario Galaxy 2,3030-26839,majormitch
5,2010-06-15 19:22:16,Red Dead Redemption,3030-25249,csadaft
5,2010-06-15 20:45:23,Super Mario Galaxy 2,3030-26839,tranett
4,2010-06-15 20:51:01,Alan Wake,3030-20982,escher
4,2010-06-15 22:44:31,Bang Bang Kids,3030-26704,rjay_64
4,2010-06-15 23:00:35,Dragon Quest: The Chapters of the Chosen,3030-22703,zh666
4,2010-06-16 01:14:57,Crackdown,3030-4065,bloodharvester
4,2010-06-16 01:18:03,Alien Hominid HD,3030-17452,bloodharvester
4,2010-06-16 01:19:53,Tom Clancy's Ghost Recon: Advanced Warfighter 2,3030-270,bloodharvester
3,2010-06-16 01:21:15,Call of Juarez,3030-21191,bloodharvester
4,2010-06-16 01:23:41,Super Paper Mario,3030-12739,bloodharvester
3,2010-06-16 05:33:17,Final Fantasy XIII,3030-20664,kickinthehead
5,2010-06-16 09:22:28,Overlord,3030-21590,masseffectme
5,2010-06-16 09:27:39,Overlord,3030-21590,masseffectme
5,2010-06-16 10:26:27,Tom Clancy's Splinter Cell: Conviction,3030-20464,majorbrusselsxi
5,2010-06-16 10:41:13,Zelda no Densetsu: Toki no Ocarina,3030-12572,kieran_es
3,2010-06-16 10:45:54,Resident Evil 5,3030-20569,kieran_es
4,2010-06-16 11:37:52,UFC Undisputed 2010,3030-29376,twboyd
1,2010-06-16 14:30:11,Magic the Gathering: Duels of the Planewalkers,3030-23609,warskull
5,2010-06-16 18:10:07,Snoopy Flying Ace,3030-24417,sergotron
1,2010-06-16 18:59:56,Windy x Windam,3030-22980,willyfoureyes
4,2010-06-17 03:46:02,Lost Planet 2,3030-25413,lazyaza
4,2010-06-17 04:00:09,Final Fantasy XIII,3030-20664,rick9109
5,2010-06-17 07:29:33,Red Dead Redemption,3030-25249,vthesystemv
4,2010-06-17 09:18:28,Far Cry,3030-14782,adrenaline
3,2010-06-17 10:22:54,Ratchet & Clank: Quest for Booty,3030-21115,cylemoore
4,2010-06-17 10:28:07,Alan Wake,3030-20982,majorbrusselsxi
3,2010-06-17 11:36:52,Split/Second,3030-25523,mikeinsc
3,2010-06-17 12:24:25,The Legend of Zelda: Twilight Princess,3030-19467,canuckeh
4,2010-06-17 12:34:54,UFC Undisputed 2010,3030-29376,silver_dewsky
5,2010-06-17 14:20:17,Red Dead Redemption,3030-25249,crump
5,2010-06-17 14:21:26,Uncharted 2: Among Thieves,3030-22420,kickinthehead
5,2010-06-17 19:15:22,Team Fortress 2 (Retail Standalone),3030-18162,deerhaunter
3,2010-06-17 23:59:06,UFC Undisputed 2010,3030-29376,tiger_buttercup
4,2010-06-18 00:10:42,Tomenasaner Wii,3030-27399,tiger_buttercup
5,2010-06-18 13:22:13,Cave Story,3030-20124,wasdf
4,2010-06-18 15:18:30,Split/Second,3030-25523,kariyanine
4,2010-06-18 17:16:09,Assassin's Creed II,3030-22928,arc209
4,2010-06-18 17:28:40,Star Wars: The Force Unleashed,3030-20626,frostler
2,2010-06-18 23:04:58,Infinite Space,3030-24075,undeadpool
4,2010-06-19 00:13:34,Split/Second,3030-25523,juggaloacidman
5,2010-06-19 02:23:11,Super Mario Galaxy 2,3030-26839,plasticpals
5,2010-06-19 03:55:57,Fifa 10 Ultimate Team,3030-26702,stumpylol
2,2010-06-19 04:16:17,Maloof Money Cup Pack,3030-20661,dethfish
5,2010-06-19 06:40:57,Grand Theft Auto: San Andreas,3030-7120,rokin
5,2010-06-19 06:46:47,Serious Sam: The First Encounter HD,3030-27152,rokin
4,2010-06-19 07:19:47,Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,3030-26777,adrenaline
5,2010-06-19 09:21:40,Wander to Kyozou,3030-6522,habster3
4,2010-06-19 11:21:13,UFC Undisputed 2010,3030-29376,electricboogaloo
4,2010-06-19 13:08:12,Age of Empires: The Age of Kings,3030-14285,grahfzilla
4,2010-06-19 13:31:40,The Legend of Zelda: Link's Awakening DX,3030-8881,grahfzilla
4,2010-06-19 16:45:27,DarkStar One: Broken Alliance,3030-31010,senote
3,2010-06-19 17:00:29,Final Fantasy XIII,3030-20664,thatguy42
4,2010-06-19 18:11:37,Toy Story 3: The Video Game,3030-30039,jdub_xl
5,2010-06-19 19:00:33,Super Mario Galaxy 2,3030-26839,knives
5,2010-06-19 21:34:30,Final Fantasy IX,3030-8825,soroxas94
3,2010-06-19 23:36:10,Crystal Defenders,3030-25000,tuque
5,2010-06-20 09:21:18,Assassin's Creed II,3030-22928,ikannibal
4,2010-06-20 13:16:25,God of War III,3030-20461,canuckeh
3,2010-06-20 13:45:41,Niki: Rock 'n' Ball,3030-24863,rjay_64
5,2010-06-20 13:52:02,Picross DS,3030-19050,kickinthehead
5,2010-06-20 14:15:55,Ninja Blade,3030-23661,sunjammer
4,2010-06-20 14:35:17,Red Dead Redemption,3030-25249,senote
2,2010-06-20 16:24:40,Green Day: Rock Band,3030-29439,james2327
1,2010-06-20 17:14:37,Spectral Force Genesis,3030-27338,tenshin
4,2010-06-20 22:18:17,Metal Gear Solid: Peace Walker,3030-26817,sjschmidt93
5,2010-06-21 02:21:48,Super Mario Bros.,3030-15544,rjay_64
5,2010-06-21 03:23:43,DJ Hero,3030-23882,birkettsblog
5,2010-06-21 08:57:44,Halo: Combat Evolved,3030-2600,sgthalka
2,2010-06-21 14:09:47,Halo 2 (Limited Collector's Edition),3030-7110,sgthalka
4,2010-06-21 15:04:22,Tom Clancy's Splinter Cell: Conviction,3030-20464,birkettsblog
4,2010-06-21 16:25:34,5 in 1 Solitaire,3030-31829,tuque
3,2010-06-22 00:18:40,Prince of Persia: The Forgotten Sands,3030-29321,padrino
3,2010-06-22 01:54:35,Alpha Protocol,3030-20984,timedexposure
5,2010-06-22 06:19:50,BioShock 2,3030-20827,wess
4,2010-06-22 13:09:33,Divinity 2: Ego Draconis,3030-23139,slyely
5,2010-06-22 14:14:28,Super Mario Galaxy 2,3030-26839,james2327
4,2010-06-22 14:29:34,Red Dead Redemption,3030-25249,kingpk
5,2010-06-22 15:49:02,Protect Me Knight,3030-31280,ace829
3,2010-06-22 17:46:05,Toy Story 3: The Video Game,3030-30039,mikeinsc
5,2010-06-22 19:29:25,Trine,3030-24739,stephengotlost
5,2010-06-22 20:39:34,Flotilla,3030-29932,willin
4,2010-06-23 00:16:38,Final Fantasy I & II Advance,3030-2094,kalmis
3,2010-06-23 03:12:04,Clock Tower 3,3030-17962,chernobylcow
5,2010-06-23 06:38:10,Assassin's Creed II,3030-22928,inktoid
3,2010-06-23 07:04:03,Nier,3030-26596,darro
2,2010-06-23 08:12:58,Doctor Who: City of the Daleks,3030-30622,kieran_es
4,2010-06-23 08:35:20,Transformers: War for Cybertron,3030-29405,senote
5,2010-06-23 11:31:51,Red Dead Redemption,3030-25249,majorbrusselsxi
5,2010-06-23 12:03:12,Discworld Noir,3030-4203,andyace83
5,2010-06-23 16:10:17,Red Dead Redemption,3030-25249,fivegrand
4,2010-06-23 19:37:44,Cosmic Smash,3030-22783,blaineblaine
2,2010-06-23 20:25:18,Batman: Arkham Asylum,3030-23245,sup909
5,2010-06-23 20:48:59,The Legend of Zelda: Majora's Mask (Collector's Edition),3030-13594,fivegrand
5,2010-06-23 21:19:20,Transformers: War for Cybertron,3030-29405,delta_ass
5,2010-06-24 01:43:08,Final Fantasy IX,3030-8825,strike11249
4,2010-06-24 01:57:43,UFC Undisputed 2010,3030-29376,strike11249
4,2010-06-24 06:54:17,Doodle Jump,3030-29488,chrisplayedthat
5,2010-06-24 07:05:37,Heavy Rain,3030-21304,chrisplayedthat
5,2010-06-24 07:09:02,Gyakuten Saiban: Yomigaeru Gyakuten,3030-19409,chrisplayedthat
4,2010-06-24 08:31:17,Half-Life 2,3030-1539,inzzy
4,2010-06-24 13:45:42,Pocket Monsters SoulSilver,3030-26372,games4life
5,2010-06-24 15:11:14,Bit.Trip: Beat,3030-25054,rjay_64
4,2010-06-24 19:03:35,Transformers: War for Cybertron,3030-29405,davebefree
3,2010-06-24 20:31:17,Jak II,3030-10384,cooldrmoney
4,2010-06-24 20:37:59,Marble Blast Ultra,3030-8047,cooldrmoney
4,2010-06-24 21:58:13,ModNation Racers,3030-26848,gunitver1
2,2010-06-25 01:18:01,Bully,3030-5092,wasdf
3,2010-06-25 02:37:08,Toy Story 3: The Video Game,3030-30039,crusader8463
4,2010-06-25 09:35:04,Halo 3 (Legendary Edition),3030-9993,sgthalka
3,2010-06-25 09:40:58,Onslaught,3030-25246,chris2klee
5,2010-06-25 09:45:22,Battlefield: Bad Company 2,3030-25246,metalmoog
5,2010-06-25 12:05:56,Tom Clancy's H.A.W.X.,3030-20671,krackofdawn
5,2010-06-25 15:38:26,Super Mario Galaxy 2,3030-26839,gunitver1
4,2010-06-25 15:44:48,Outlaws to the End,3030-25249,yummylee
3,2010-06-25 17:12:07,The Sims 2 Castaway,3030-22430,lazyturtle
1,2010-06-25 19:08:48,Game Party,3030-8406,4thhorseman
4,2010-06-25 23:35:55,Transformers: War for Cybertron,3030-29405,holdontoyourasses
5,2010-06-26 01:10:52,Grand Theft Auto IV,3030-20457,holabendez
5,2010-06-26 02:29:56,Alan Wake,3030-20982,sanitysend
4,2010-06-26 07:09:05,Zack & Wiki: Quest for Barbaros' Treasure,3030-9345,plasticpals
5,2010-06-26 11:56:34,Transformers: War for Cybertron,3030-29405,necrotoxin
4,2010-06-26 13:09:40,Transformers: War for Cybertron,3030-29405,digitaljuno
3,2010-06-26 14:10:10,RISK: Factions,3030-29748,jabbawocky
2,2010-06-26 14:41:08,Doctor Who: Blood of the Cybermen,3030-31537,kieran_es
2,2010-06-26 15:10:12,Dante's Inferno (Divine Edition),3030-24827,bakemono666
5,2010-06-26 15:59:48,Warcraft III: Reign of Chaos (Collector's Edition),3030-12567,road4kill
5,2010-06-26 17:25:39,Red Dead Redemption,3030-25249,omen_iwf
4,2010-06-26 17:30:24,The Saboteur,3030-21616,omen_iwf
4,2010-06-26 17:40:11,Ghostbusters: The Video Game,3030-20688,omen_iwf
2,2010-06-26 17:56:43,Transformers: War for Cybertron,3030-29405,mesoian
4,2010-06-27 01:33:49,Downtown Nekketsu Monogatari,3030-6608,rjay_64
4,2010-06-27 04:53:40,Star Wars: Republic Commando,3030-1339,murdouken
3,2010-06-27 06:05:41,Prince of Persia: The Forgotten Sands,3030-29321,electricboogaloo
3,2010-06-27 07:40:15,Lego Star Wars II: The Original Trilogy (Platinum Edition),3030-9631,pentigram
3,2010-06-27 07:55:32,Transformers: War for Cybertron,3030-29405,deanoxd
4,2010-06-27 13:32:01,Flotilla,3030-29932,frostler
5,2010-06-27 16:31:08,"Ben There, Dan That!",3030-28084,spiceninja
5,2010-06-27 17:13:28,Blur,3030-25961,musepoetique
5,2010-06-27 17:40:27,Battlefield: Bad Company 2,3030-25246,windofs0rrow
3,2010-06-27 18:06:42,Arad Senki,3030-28126,warskull
5,2010-06-27 18:14:40,Red Dead Redemption,3030-25249,speedracerunt
4,2010-06-27 18:18:54,Prince of Persia: The Forgotten Sands,3030-29321,speedracerunt
5,2010-06-27 19:43:45,League of Legends,3030-24024,themaincritic
4,2010-06-27 20:13:06,Bayonetta,3030-20710,infestedandy
4,2010-06-28 00:56:43,Alpha Protocol,3030-20984,jzig
5,2010-06-28 07:58:11,RISK: Factions,3030-29748,epicsteve
3,2010-06-28 08:23:25,Transformers: War for Cybertron,3030-29405,sdoots
4,2010-06-28 12:19:59,Metro 2033,3030-20964,gungrave45
4,2010-06-28 13:50:19,Call of Cthulhu: Dark Corners of the Earth,3030-18678,wasdf
4,2010-06-28 14:30:22,Alpha Protocol,3030-20984,kindredwarr
5,2010-06-28 14:46:28,Team Fortress 2 (Retail Standalone),3030-18162,mracoon
4,2010-06-28 15:10:27,Transformers: War for Cybertron,3030-29405,optimus
3,2010-06-28 15:26:26,Modern Warfare 2,3030-24713,scorpionsoldier
4,2010-06-28 17:26:49,Tsumi to Batsu: Sora no Kokeisha,3030-23966,canuckeh
2,2010-06-28 21:13:36,Fahrenheit,3030-2494,completeinanity
4,2010-06-29 00:50:09,Singularity,3030-21144,6zza
4,2010-06-29 04:55:30,Naughty Bear,3030-29539,thedarkprince
5,2010-06-29 06:53:01,Modern Warfare 2,3030-24713,secretcode
4,2010-06-29 07:01:18,"Elder Scrolls IV: Oblivion (Collector's Edition), The",3030-20238,secretcode
3,2010-06-29 07:25:23,Halo 3: ODST,3030-24035,secretcode
3,2010-06-29 07:54:32,APB,3030-20985,sweep
5,2010-06-29 10:37:40,Alan Wake,3030-20982,thehunter1320
